Name,Control,Region,Locale,AdmissionRate,UndergradPopulation,%White,%Black,%Hispanic,% sian,%AmericanIndian,%PacificIslander,%Biracial,%NonresidentAliens,AverageCost,CompletionRate150time,3YearDefaultRate,MedianDebtonGraduation,MedianDebtonWithdrawal,MedianFamilyIncome,PovertyRate,NumberofUnemployed8yearsafterentry,NumberofEmployed8yearsafterentry,MedianEarnings8yearsAfterEntry
Manhattan College,Private,Mid-Atlantic,Large City,0.6617,3403,0.6027,0.037,0.184,0.037,0.0018,0,0.0191,0.025,44895,0.7373,4,25500,9500,94555,7.21999979,58,952,56000
Manhattanville College,Private,Mid-Atlantic,Large Suburb,0.7674,1671,0.2352,0.0754,0.1209,0.0102,0.0012,0.0006,0.0132,0.0946,49907,0.5832,4.9,26000,9500,68915,7.57000017,56,502,41700
Mansfield University of Pennsylvania,Public,Mid-Atlantic,Distant Town,0.9229,2640,0.8114,0.086,0.0273,0.0114,0.003,0.0011,0.0193,0.0106,21432,0.4962,10.5,27000,9500,53497,8.68999958,111,1392,34600
Marian University,Private,Great Lakes,Small City,0.7561,1676,0.8413,0.0609,0.0436,0.0113,0.0095,0.0012,0.0024,0.0179,33656,0.4887,5.3,27000,11000,61347,4.53000021,46,699,37500
Marian University,Private,Great Lakes,Large City,0.5795,2054,0.7537,0.1363,0.0351,0.0122,0.0015,0.001,0.0204,0.0049,39369,0.524,6.3,30090,10500,48632,6.26999998,80,646,39800
Marietta College,Private,Great Lakes,Fringe Town,0.6387,1390,0.7065,0.0568,0.0273,0.0115,0.0029,0,0.0237,0.1194,42205,0.5529,7,27000,9500,71762,7.48000002,30,495,34000
Marist College,Private,Mid-Atlantic,Large Suburb,0.3745,5295,0.7331,0.0395,0.0865,0.0253,0.0009,0.0019,0.0179,0.0151,45962,0.8037,2,25500,10661.5,104976.5,5.23000002,143,1937,46800
Marquette University,Private,Great Lakes,Large City,0.5745,8190,0.7418,0.0454,0.0933,0.0463,0.0018,0.0011,0.033,0.0348,46649,0.7824,2.5,27000,11000,93069,5.17000008,111,2278,52300
Mars Hill University,Private,Southeast,Large Suburb,0.6447,1393,0.7042,0.1917,0.0258,0.0065,0.0251,0.0007,0,0,36669,0.3818,19.3,26750,9500,50049,7.92999983,87,550,28400
Marshall University,Public,Southeast,Small City,0.7868,9098,0.8574,0.0632,0.0206,0.0084,0.0035,0.0011,0.022,0.0113,16361,0.4438,15.6,23804,9750,41261,13.2200003,499,3076,31100
Mary Baldwin College,Private,Southeast,Small City,0.8835,1307,0.5432,0.2624,0.065,0.0375,0.0084,0.0015,0.0329,0.0038,39432,0.3908,3.9,27250,12500,51999,7.07999992,51,580,35700
Marygrove College,Private,Great Lakes,Large City,0.9378,1041,0.1422,0.732,0.0298,0.0048,0.0019,0,0.0317,0.0077,25733,0.2931,6.7,35000,11369,20826,16.2900009,56,246,25300
Maryland Institute College of Art,Private,Mid-Atlantic,Large City,0.5803,1892,0.5423,0.0523,0.0592,0.1173,0.0032,0.0016,0.0502,0.0782,52649,0.7273,4.4,27000,11125,89961,5.44999981,63,439,30900
Marymount Manhattan College,Private,Mid-Atlantic,Large City,0.7463,1783,0.5743,0.1066,0.1582,0.0348,0.0118,0.0006,0.0062,0.0522,45323,0.4426,8.6,23000,8250,75779,7.07000017,69,585,36900
